bibl_id,title,author_name,author_ref,date_year,level,lang,citation_count
gombrowicz_ferdydurke,Ferdydurke,"Gombrowicz, Witold",witold_gombrowicz,1937,m,,32
bloy_salvacion,Le Salut par les Juifs,"Bloy, Léon",leon_bloy,1892,m,fr,23
zola_argent,L'Argent,"Zola, Émile",emile_zola,1891,m,fr,15
cabrera_infante_habana,La Habana para un infante difunto,"Cabrera Infante, Guillermo",cabrera_infante,1979,m,,14
dario_prosas_profanas,Prosas profanas y otros poemas,"Darío, Rubén",ruben_dario,1896,m,,14
drumont_france,La France juive,"Drumont, Édouard",edouard_drumont,1886,m,fr,13
bloy_desesperado,Le Désespéré,"Bloy, Léon",leon_bloy,1887,m,fr,7
martel_bolsa,La Bolsa,"Martel, Julián",julian_martel,1891,m,,5
diario_libre_parole,La Libre Parole,,,1892,j,,5
scott_ivanhoe,Ivanhoe,"Scott, Walter",walter_scott,1820,m,,5
comedia_humana,La Comedia Humana,"Balzac, Honoré de",balzac,1829,m,,4
mont_oriol,Mont-Oriol,"Maupassant, Guy de",maupassant,1887,m,fr,4
epistola_romanos,Epístola a los Romanos,Pablo de Tarso,san_pablo_persona,,m,,4
rabelais_gargantua_pantagruel,Gargantúa y Pantagruel,"Rabelais, François",rabelais,1532,m,fr,3
cronicas_gargantua,cronicas_gargantua,,,,,,3
cervantes_quijote,El ingenioso hidalgo don Quijote de la Mancha,"Cervantes, Miguel de",cervantes,1605,m,,3
protocolos_sion,Protocolos de los Sabios de Sión,,,1903,m,,3
grandeza_miseria_cortesanas,Esplendores y miserias de las cortesanas,"Balzac, Honoré de",balzac,1838,m,,3
zola_notas_manuscritas,Notas Manuscritas (Dossiers préparatoires),"Zola, Émile",emile_zola,1890,m,,3
ocampo_la_furia,La furia,"Ocampo, Silvina",silvina_ocampo,1959,m,,3
montesquieu_espiritu_leyes,El espíritu de las leyes,Montesquieu,montesquieu,1748,m,fr,2
barthes_sz,S/Z,"Barthes, Roland",roland_barthes,1970,m,fr,2
revista_sitio,Sitio,,,1981,j,,2
diario_la_nacion,La Nación,,,1870,j,,2
libro_kahal,Kniga Kahala,"Brafman, Jacob",jacob_brafman,1869,m,ru,2
wast_oro,Oro,"Wast, Hugo",hugo_wast,1935,m,,2
wast_kahal,El Kahal,"Wast, Hugo",hugo_wast,1935,m,,2
gerchunoff_gauchos_judios,Los gauchos judíos,"Gerchunoff, Alberto",alberto_gerchunoff,1910,m,,2
herzl_estado_judio,Der Judenstaat,"Herzl, Theodor",theodor_herzl,1896,m,de,2
zola_la_debacle,La Débâcle,"Zola, Émile",emile_zola,1892,m,fr,2
diario_figaro,Le Figaro,,,1826,j,,2
zola_accuse,J'accuse...!,"Zola, Émile",emile_zola,1898,a,fr,2
jesus_israel,Jésus et Israël,"Isaac, Jules",jules_isaac,1948,m,fr,2
el_nabab,El nabab,"Daudet, Alphonse",alphonse_daudet,1877,m,,2
revista_gil_blas,Gil Blas,,,1879,j,,2
marx_capital,El capital,"Marx, Karl",karl_marx,1867,m,,2
zola_curee,La Curée,"Zola, Émile",emile_zola,1871,m,fr,2
bloy_viejo_montania,El viejo de la montaña,"Bloy, Léon",leon_bloy,1911,m,,2
maritain_conferencia_judios,Los judíos entre las naciones,"Maritain, Jacques",jacques_maritain,1938,m,,2
revista_sur,Sur,,,1931,j,,2
dario_los_raros,Los raros,"Darío, Rubén",ruben_dario,1896,m,,2
echeverria_afectos,Afectos íntimos,"Echeverría, Esteban",esteban_echeverria,1870,m,,2
dario_azul,Azul...,"Darío, Rubén",ruben_dario,1888,m,,2
dario_epistolas,Epístolas y poemas,"Darío, Rubén",ruben_dario,1885,m,,2
dario_cantos,"Cantos de vida y esperanza, los cisnes y otros poemas","Darío, Rubén",ruben_dario,1905,m,,2
dario_canto_errante,El canto errante,"Darío, Rubén",ruben_dario,1907,m,,2
donne_biathanatos,Biathanatos,"Donne, John",john_donne,1647,m,,1
strauss_philosophie_gesetz,Philosophie und Gesetz: Beiträge zum Verständnis Maimunis und seiner Vorläufer,"Strauss, Leo",leo_strauss,1935,m,de,1
strauss_on_tyranny,On Tyranny: An Interpretation of Xenophon's Hiero,"Strauss, Leo",leo_strauss,1948,m,,1
strauss_persecution_writing,Persecution and the Art of Writing,"Strauss, Leo",leo_strauss,1952,m,,1
strauss_socrates_aristophanes,Socrates and Aristophanes,"Strauss, Leo",leo_strauss,1966,m,,1
strauss_liberalism_ancient,Liberalism Ancient and Modern,"Strauss, Leo",leo_strauss,1968,m,,1
strauss_plato_laws,The Argument and the Action of Plato's Laws,"Strauss, Leo",leo_strauss,1975,m,,1
strauss_essays,Political Philosophy: Six Essays by Leo Strauss,"Strauss, Leo",leo_strauss,1975,m,,1
eusebio_historia,Historia Eclesiástica,Eusebio de Cesarea,eusebio_de_cesarea,324,m,,1
platon_banquete,El Banquete,Platón,platon,-385,m,,1
luciano_historias_verdaderas,Historia verdadera,Luciano de Samósata,luciano_samosata,160,m,,1
moro_utopia,Utopía,"Moro, Tomás",tomas_moro,1516,m,,1
odisea,Odisea,Homero,homero,-725,m,,1
quinto_libro_pantagruel,Quinto y último libro de Pantagruel,"Rabelais, François",rabelais,1564,m,fr,1
masotta_arlt,"Roberto Arlt, yo mismo","Masotta, Oscar",oscar_masotta,1965,a,,1
panofsky_perspectiva_simbolica,La perspectiva como forma simbólica,"Panofsky, Erwin",erwin_panofsky,1927,m,,1
foucault_palabras_cosas,Las palabras y las cosas,"Foucault, Michel",michel_foucault,1966,m,,1
eisenstein_notas,eisenstein_notas,,,,,,1
eisenstein_montaje38,eisenstein_montaje38,,,,,,1
eisenstein_reflexiones_cineasta,Reflexiones de un cineasta,"Eisenstein, Sergei",sergei_eisenstein,1958,m,,1
revista_charlie_mensuel,Charlie Mensuel,,,1969,j,fr,1
truffaut_hitchcock,El cine según Hitchcock,"Truffaut, François",francois_truffaut,1966,m,fr,1
bioy_invencion_morel,La invención de Morel,"Bioy Casares, Adolfo",bioy_casares,1940,m,,1
cortazar_axolotl,Axolotl,"Cortázar, Julio",julio_cortazar,1956,a,,1
cortazar_otro_cielo,El otro cielo,"Cortázar, Julio",julio_cortazar,1966,a,,1
cortazar_lejana,Lejana,"Cortázar, Julio",julio_cortazar,1951,a,,1
carpentier_viaje_semilla,Viaje a la semilla,"Carpentier, Alejo",alejo_carpentier,1944,a,,1
imbert_gato_cheshire,El gato de Cheshire,"Anderson Imbert, Enrique",anderson_imbert,1965,m,,1
imbert_vertigos,Vértigos,"Anderson Imbert, Enrique",anderson_imbert,1961,a,,1
imbert_paraiso,Paraíso,"Anderson Imbert, Enrique",anderson_imbert,1961,a,,1
garcia_marquez_cien_anios,Cien años de soledad,"García Márquez, Gabriel",garcia_marquez,1967,m,,1
garcia_marquez_viejo_alas,Un señor muy viejo con unas alas enormes,"García Márquez, Gabriel",garcia_marquez,1955,a,,1
gombrowicz_memorias_maduracion,Memorias del período de la maduración,"Gombrowicz, Witold",witold_gombrowicz,1933,m,,1
felisberto_mujer_parecida,La mujer parecida a mí,"Hernández, Felisberto",felisberto_hernandez,1943,a,,1
plinio_historia_natural,Historia Natural,Plinio el Viejo,plinio,77,m,,1
felisberto_tiempos_clemente,Los tiempos de Clemente Colling,"Hernández, Felisberto",felisberto_hernandez,1942,m,,1
ponce_errancia_sinfin,"La errancia sin fin: Musil, Borges, Klossowski","García Ponce, Juan",juan_garcia_ponce,1981,m,,1
echavarren_espacio_verdad,El espacio de la verdad: práctica del texto en Felisberto Hernández,"Echavarren, Roberto",roberto_echavarren,1981,m,,1
revista_tel_quel,Tel Quel,,,1960,j,fr,1
revista_communications,Communications,,,1961,j,fr,1
revista_poetique,Poétique,,,1970,j,fr,1
revista_ornicar,Ornicar?,,,1975,j,fr,1
revista_diwan,Diwan,,,1978,j,,1
diario_la_prensa,La Prensa,,,1869,j,,1
garay_crisis90,La crisis del 90 noventa años después; de La Bolsa al Escándalo bancario,"Garay, Rogelio",,1981,a,,1
escandalo_bancario,Escándalo bancario,"Bullrich, Silvina",silvina_bullrich,1980,m,,1
moyano_capitalismo,El capitalismo y las virtudes teologales,"Moyano Llerena, Carlos",carlos_moyano_llerena,1981,a,,1
gilder_riqueza_pobreza,Riqueza y pobreza,"Gilder, George",george_gilder,1981,m,,1
talmudjude,Der Talmudjude,"Rohling, August",august_rohling,1871,m,de,1
