bibl_id,title,author_name,author_ref,date_year,level,lang,citation_count
diario_la_prensa,La Prensa,,,1869,j,,1
garay_crisis90,La crisis del 90 noventa años después; de La Bolsa al Escándalo bancario,"Garay, Rogelio",,1981,a,,1
escandalo_bancario,Escándalo bancario,"Bullrich, Silvina",silvina_bullrich,1980,m,,1
moyano_capitalismo,El capitalismo y las virtudes teologales,"Moyano Llerena, Carlos",carlos_moyano_llerena,1981,a,,1
gilder_riqueza_pobreza,Riqueza y pobreza,"Gilder, George",george_gilder,1981,m,,1
talmudjude,Der Talmudjude,"Rohling, August",august_rohling,1871,m,de,1
par_scandale,Par le Scandale,,,1899,j,fr,1
seconde_enfance_zola,La seconde enfance de Zola,"Bloy, Léon",leon_bloy,1899,a,fr,1
bloy_accuse,Je m'accuse...,"Bloy, Léon",leon_bloy,1900,m,fr,1
dernieres_cotonnes,Les Dernières Colonnes de l'Église,"Bloy, Léon",leon_bloy,1903,m,fr,1
daniel_deronda,Daniel Deronda,"Eliot, George",george_eliot,1876,m,,1
pour_juifs,Pour les juifs,"Zola, Émile",emile_zola,1896,a,fr,1
ultimo_chouan,El último Chouan,"Balzac, Honoré de",balzac,1829,m,,1
cuento_priora,Cuento de la priora,"Chaucer, Geoffrey",chaucer,,a,,1
wawerley,Waverley,"Scott, Walter",walter_scott,1814,m,,1
casa_nucingen,La casa Nucingen,"Balzac, Honoré de",balzac,1838,m,,1
chien_caillou,Chien-Caillou,Champfleury,champfleury,1847,m,fr,1
manette_salomon,Manette Salomon,"Goncourt, Edmond de",edmond_goncourt,1867,m,fr,1
belle_helene,La Belle Hélène,"Halévy, Ludovic",ludovico_halevy,1864,m,fr,1
origen_especies,El origen de las especies,"Darwin, Charles",charles_darwin,1859,m,,1
bopp_gramatica_comparada,Gramática comparada,"Bopp, Franz",franz_bopp,1833,m,,1
eddas,Eddas (Edda poética y Edda prosaica),,,1220,m,,1
marx_critica_economia_politica,Elementos fundamentales para la crítica de la economía política,"Marx, Karl",karl_marx,1939,m,,1
diario_le_temps,Le Temps,,,1861,j,,1
marx_cuestion_judia,Sobre la cuestión judía,"Marx, Karl",karl_marx,1844,m,,1
zola_lettre_jeunesse,Lettre à la jeunesse,"Zola, Émile",emile_zola,1897,m,fr,1
zola_lettre_france,Lettre à la France,"Zola, Émile",emile_zola,1898,m,fr,1
nueva_gaceta_renana,Nueva Gaceta Renana,,,1848,j,,1
cantos_maldoror,Los cantos de Maldoror,"Lautréamont, Comte de (Isidore Ducasse)",lautreamont,1869,m,,1
bloy_mujer_pobre,La mujer pobre,"Bloy, Léon",leon_bloy,1897,m,,1
bloy_exegesis,Exégesis de los lugares comunes,"Bloy, Léon",leon_bloy,1902,m,,1
diario_gaulois,Le Gaulois,,,1868,j,,1
gaya_ciencia,La gaya ciencia,"Nietzsche, Friedrich",friedrich_nietzsche,1882,m,,1
pascal_pensamientos,Pensamientos,"Pascal, Blaise",pascal,1670,m,,1
lamentaciones,Lamentaciones,Jeremías,jeremias,-586,m,,1
improperios,Improperios,,,,m,,1
bloy_sangre_pobre,Le Sang du Pauvre,"Bloy, Léon",leon_bloy,1909,m,fr,1
beguin_bloy,Léon Bloy l'impatient,"Béguin, Albert",albert_beguin,1944,m,fr,1
bernanos_grand_peur,La Grande Peur des bien-pensants,"Bernanos, Georges",georges_bernanos,1931,m,fr,1
bollery_bloy,"Léon Bloy, essai de biographie","Bollery, Joseph",joseph_bollery,1947,m,fr,1
bloy_complete,L'Oeuvre Complète de Léon Bloy,"Bloy, Léon",leon_bloy,1927,m,fr,1
brafman_libro,Das Buch vom Kahal. Auf Grund einer neuen Verdeutschung des russischen Originals,"Brafman, Jacob",jacob_brafman,1928,m,de,1
jewish_social_studies,Jewish Social Studies,,,1939,j,,1
colleye_ame_bloy,L'âme de Léon Bloy,"Colleye, Hubert",hubert_colleye,1930,m,fr,1
delhorbe_affaire_dreyfus,L'Affaire Dreyfus et les écrivains français,"Delhorbe, Cécile",cecile_delhorbe,1932,m,fr,1
drumont_france_juive_opinion,La France Juive devant l'opinion,"Drumont, Édouard",edouard_drumont,1886,m,fr,1
drumont_fin_monde,La Fin d'un monde,"Drumont, Édouard",edouard_drumont,1889,m,fr,1
drumont_testament_antisemite,Le Testament d'un antisémite,"Drumont, Édouard",edouard_drumont,1891,m,fr,1
elbogen_century_jewish_life,A Century of Jewish Life,"Elbogen, Ismar",ismar_elbogen,1944,m,en,1
fumet_mission_bloy,Mission de Léon Bloy,"Fumet, Stanislas",stanislas_fumet,1935,m,fr,1
janouch_kafka,Gespräche mit Kafka,"Janouch, Gustav",gustav_janouch,1951,m,de,1
journet_destinees_israel,Destinées d'Israël. À propos du salut par les Juifs,"Journet, Charles",charles_journet,1945,m,fr,1
lazare_fumier_job,Le Fumier de Job,"Lazare, Bernard",bernard_lazare,1910,m,fr,1
lory_pensee_religieuse,La Pensée religieuse de Léon Bloy,"Lory, Marie-Joseph",marie_joseph_lory,1951,m,fr,1
maritain_grandes_amities,Les Grandes Amitiés,"Maritain, Raissa",raissa_umansof,1941,m,fr,1
sartre_reflexiones,Reflexiones sobre la cuestión judía,"Sartre, Jean-Paul",jean_paul_sartre,1946,m,,1
zola_oeuvre_complete,L'Oeuvre Complète de Emile Zola,"Zola, Émile",emile_zola,1927,s,fr,1
zola_une_campagne,Une campagne,"Zola, Émile",emile_zola,1882,m,fr,1
zola_nouvelle_campagne,Nouvelle campagne,"Zola, Émile",emile_zola,1897,m,fr,1
bloy_mon_journal,Mon Journal,"Bloy, Léon",leon_bloy,1904,m,fr,1
apocalipsis,Apocalipsis,Juan de Patmos,,,m,,1
sabiduria,Sabiduría,Anónimo (Pseudo-Salomón),,,m,,1
biblia_genesis,Génesis,Anónimo (Tradición Mosaica),,,m,,1
biblia_deuteronomio,Deuteronomio,Anónimo (Tradición Mosaica / Deuteronomista),,,m,,1
biblia_ezequiel,Ezequiel,Anónimo (Tradición de Ezequiel),,,m,,1
montgomery_dama_lago,La dama del lago,"Montgomery, Robert",robert_montgomery,1947,m,,1
borges_sur,El Sur,"Borges, Jorge Luis",borges,1953,a,,1
grass_rodaballo,El rodaballo,"Grass, Günter",gunter_grass,1977,m,,1
echeverria_autobiograficas,Páginas autobiográficas,"Echeverría, Esteban",esteban_echeverria,1962,m,,1
fait_divers,Faits divers de la Terre et du Ciel,"Ocampo, Silvina",silvina_ocampo,1974,m,fr,1
james_vuelta_tuerca,Otra vuelta de tuerca,"James, Henry",henry_james,1898,m,,1
james_art_novel,The Art of the Novel: Critical Prefaces,"James, Henry",henry_james,1934,m,en,1
barrenechea_lit_fantastica,La literatura fantástica: función de los códigos socioculturales en la constitución de un género,"Barrenechea, Ana María",ana_barrenechea,1981,a,,1
todorov_intro_lit_fant,Introduction à la littérature fantastique,"Todorov, Tzvetan",todorov,1970,m,fr,1
molloy_exageracion_lenguaje,Silvina Ocampo: la exageración como lenguaje,"Molloy, Sylvia",sylvia_molloy,1969,a,,1
baudelaire_mauvais_moine,Le Mauvais Moine,"Baudelaire, Charles",baudelaire,1857,a,fr,1
borges_inmortal,El inmortal,"Borges, Jorge Luis",borges,1947,a,,1
steiner_apres_babel,Après Babel. Une poétique du dire et de la traduction,"Steiner, George",george_steiner,1975,m,fr,1
forster_poesia,La poesía en lenguas extranjeras,"Forster, Leonard",leonard_forster,1970,m,,1
said_oriente,Orientalismo,"Said, Edward",edward_said,1978,m,,1
benjamin_tarea_traductor,La tarea del traductor,"Benjamin, Walter",walter_benjamin,1923,a,,1
carrington_abajo,Abajo,,leonora_carrington,1943,m,es,1
revista_las_moradas,Las Moradas,,,1947,j,,1
age_dors,"Collection ""L'Âge d'or""",,,1945,s,fr,1
biblia_job,Job,Anónimo,,,m,,1
subirat_ruta_miraje,La ruta de miraje,"Salas Subirat, José",jose_salas_subirat,1924,m,,1
subirat_pasos_sombra,Pasos en la sombra,"Salas Subirat, José",jose_salas_subirat,1925,m,,1
subirat_fosiles,Los fósiles del futurismo,"Salas Subirat, José",jose_salas_subirat,1928,m,,1
garcia_marquez_coronel,El coronel no tiene quien le escriba,"García Márquez, Gabriel",garcia_marquez,1961,m,,1
revista_buenos_aires_literaria,Buenos Aires Literaria,,,1952,j,,1
joyce_musica_camara,Música de cámara,"Joyce, James",james_joyce,1907,m,,1
joyce_retrato_artista,Retrato del artista adolescente,"Joyce, James",james_joyce,1916,m,,1
ocampo_imperio_insular,El imperio insular,"Ocampo, Victoria",victoria_ocampo,1980,m,,1
lawrence_siete_pilares,Los siete pilares de la sabiduría,"Lawrence, T.E.",te_lawrence,1926,m,,1
ocampo_rama,La rama de Salzburgo,"Ocampo, Victoria",victoria_ocampo,1981,m,,1
stendhal_del_amor,Del amor,Stendhal,stendhal,1822,m,,1
revista_selecciones,revista_selecciones,,,,,,1
lamborghini_ninio_proletario,El niño proletario,"Lamborghini, Osvaldo",osvaldo_lamborghini,1973,a,,1
celine_muerte_credito,Muerte a crédito,"Céline, Louis-Ferdinand",louis_ferdinand_celine,1936,m,,1
carrera_partera_canta,La partera canta,"Carrera, Arturo",arturo_carrera,1982,m,,1
mallea_bahia_silencio,La bahía de silencio,"Mallea, Eduardo",eduardo_mallea,1940,m,,1
pizarnik_textos_sombra,Textos de sombra y últimos poemas,"Pizarnik, Alejandra",alejandra_pizarnik,1982,m,,1
pizarnik_extraccion,Extracción de la piedra de locura,"Pizarnik, Alejandra",alejandra_pizarnik,1968,m,,1
pizarnik_arbol_diana,Árbol de Diana,"Pizarnik, Alejandra",alejandra_pizarnik,1962,m,,1
pizarnik_tiempo,A tiempo y no,"Pizarnik, Alejandra",alejandra_pizarnik,1968,a,,1
carrera_momento_simetria,Momento de simetría,"Carrera, Arturo",arturo_carrera,1973,m,,1
valery_cementerio_marino,El cementerio marino,"Valéry, Paul",paul_valery,1920,m,,1
arbasino_superheliogabalo,Super-Eliogabalo,"Arbasino, Alberto",alberto_arbasino,1969,m,,1
thomas_24years,Twenty-four years,"Thomas, Dylan",dylan_thomas,1938,a,,1
nabokov_lolita,Lolita,"Nabokov, Vladimir",vladimir_nabokov,1955,m,,1
wilcock_ingegnere,L'ingegnere,"Wilcock, Rodolfo",rodolfo_wilcock,1975,m,,1
milton_samson,Samson Agonistes,"Milton, John",john_milton,1671,m,,1
rousseau_emilio,"Emilio, o De la educación","Rousseau, Jean-Jacques",rousseau,1762,m,,1
tolstoi_amo_criado,El amo y el criado,"Tolstói, León",lev_tolstoi,1895,m,,1
goncharov_oblomov,Oblomov,"Goncharov, Iván",ivan_goncharov,1859,m,,1
calasso_suenio,El sueño del calígrafo,"Calasso, Roberto",roberto_calasso,1991,a,,1
sebreli_deseos_peronismo,Los deseos imaginarios del peronismo,"Sebreli, Juan José",juan_jose_sebreli,1983,m,,1
raschella_malditos_gallos,Malditos gallos,"Raschella, Roberto",roberto_raschella,1979,m,,1
perlongher_daisy,perlongher_daisy,,,,,,1
aristofanes_nubes,Las nubes,Aristófanes,aristofanes,-423,m,,1
freud_psicologia_masas,Psicología de las masas y análisis del yo,"Freud, Sigmund",freud,1921,m,,1
diario_gaceta_mercantil,La Gaceta Mercantil,,,1823,j,,1
diario_comercio_del_plata,El Comercio del Plata,,,1845,j,,1
iliada,La Ilíada,Homero,homero,-750,m,,1
vinias_mirada,vinias_mirada,,,,,,1
dumas_mosqueteros,Los tres mosqueteros,"Dumas, Alexandre",alejandro_dumas,1844,m,,1
dumas_intriga,dumas_intriga,,,,,,1
diario_mois,Le Mois,"Dumas, Alexandre",alejandro_dumas,1848,j,,1
sue_misterios,Los misterios de París,"Sue, Eugène",eugene_sue,1842,m,,1
byron_manfredo,Manfredo,"Byron, George Gordon (Lord)",lord_byron,1817,m,,1
victor_hugo_seniora_paris,Nuestra Señora de París,"Hugo, Victor",victor_hugo,1831,m,,1
lamartine_meditaciones,Meditaciones poéticas,"Lamartine, Alphonse de",lamartine,1820,m,,1
victor_hugo_contemplaciones,Las Contemplaciones,"Hugo, Victor",victor_hugo,1856,m,,1
kleist_principe,El príncipe de Homburg,"von Kleist, Heinrich",heinrich_von_kleist,1821,m,,1
historia_lit_arg,historia_lit_arg,,,,,,1
lapesa_historia_lengua,Historia de la lengua española,"Lapesa, Rafael",rafael_lapesa,1942,m,,1
echeverria_dogma_socialista,Dogma Socialista,"Echeverría, Esteban",esteban_echeverria,1846,m,,1
echeverria_angel_caido,El ángel caído,"Echeverría, Esteban",esteban_echeverria,1870,m,,1
alberdi_gigante,alberdi_gigante,,,,,,1
kant_idea_historia,Idea de una historia universal en sentido cosmopolita,"Kant, Immanuel",kant,1784,m,,1
condorcet_bosquejo,Bosquejo de un cuadro histórico del espíritu humano,"de Condorcet, Nicolas",nicolas_condorcet,1795,m,,1
alberdi_fragmento,Fragmento preliminar al estudio del derecho,"Alberdi, Juan Bautista",juan_bautista_alberdi,1837,m,,1
alberdi_crimen,El crimen de la guerra,"Alberdi, Juan Bautista",juan_bautista_alberdi,1870,m,,1
alberdi_cartas,Cartas Quillotanas,"Alberdi, Juan Bautista",juan_bautista_alberdi,1853,m,,1
echeverria_cautiva,La Cautiva,"Echeverría, Esteban",esteban_echeverria,1837,m,,1
biblia,Biblia,,,,m,,1
altamirano_sarlo_centenario,"La Argentina del centenario: campo intelectual, vida literaria y temas ideológicos","Altamirano, Carlos",carlos_altamirano,1980,a,,1
revista_hispamerica,Hispamérica,,,1972,j,,1
bajtin_dialogic,The Dialogic Imagination: Four Essays,"Bajtin, Mijaíl",bajtin,1981,m,,1
benjamin_ensayos,Ensayos escogidos,"Benjamin, Walter",walter_benjamin,1967,m,,1
chavez_historicismo,Historicismo e iluminismo en la cultura argentina,"Chávez, Fermín",fermin_chavez,1982,m,,1
feinmann_filosofia,Filosofía y Nación,"Feinmann, José Pablo",jose_pablo_feinmann,1982,m,,1
halperin_desierto,Una nación para el desierto argentino,"Halperín Donghi, Tulio",halperin_donghi,1982,m,,1
hauss_literatura,La literatura como provocación,"Jauss, Hans Robert",hans_robert_jauss,1976,m,,1
kusch_geocultura,Geocultura del hombre americano,"Kusch, Rodolfo",rodolfo_kusch,1976,m,,1
levi_strauss_pensamiento_salvaje,El pensamiento salvaje,"Lévi-Strauss, Claude",levi_strauss,1962,m,,1
estrada_muerte,Muerte y transfiguración del Martín Fierro,"Martínez Estrada, Ezequiel",martinez_estrada,1948,m,,1
estrada_revision,Para una revisión de las letras argentinas,"Martínez Estrada, Ezequiel",martinez_estrada,1967,m,,1
paz_inmediaciones,In/mediaciones,"Paz, Octavio",octavio_paz,1979,m,,1
roig_teoria_pensamiento,Teoría y crítica del pensamiento latinoamericano,"Roig, Arturo Andrés",arturo_roig,1981,m,,1
revista_criterio,Criterio,,,1928,j,,1
starobinski_literatura_texto,"La literatura, el texto y el intérprete","Starobinski, Jean",jean_starobinski,1974,a,,1
goff_historia,Hacer la historia,,,1974,m,,1
steiner_castillo,En el castillo de Barbazul: aproximación a un rediseño de la cultura,"Steiner, George",george_steiner,1977,m,,1
steiner_extraterritorial,Extraterritorial: ensayos sobre literatura y revolución del lenguaje,"Steiner, George",george_steiner,1972,m,,1
steiner_lenguaje,"Lenguaje y silencio: ensayos sobre la literatura, el lenguaje y lo inhumano","Steiner, George",george_steiner,1982,m,,1
unamuno_idioma_argentinos,unamuno_idioma_argentinos,,,,,,1
rubione_criollismo,rubione_criollismo,,,,,,1
vinias_lit_arg,vinias_lit_arg,,,,,,1
briante_relatos,Ley de Juego. Relatos,"Briante, Miguel",miguel_briante,1983,m,,1
briante_hamacas,Las hamacas voladoras,"Briante, Miguel",miguel_briante,1964,m,,1
briante_hombre_orilla,Hombre en la orilla,"Briante, Miguel",miguel_briante,1968,m,,1
beckett_malone,Malone muere,"Beckett, Samuel",samuel_beckett,1951,m,,1
beckett_fin_partida,Fin de partida,"Beckett, Samuel",samuel_beckett,1957,m,,1
lugones_lunario,Lunario sentimental,"Lugones, Leopoldo",leopoldo_lugones,1909,m,,1
gusman_brillos,Brillos,"Gusmán, Luis",luis_gusman,1975,m,,1
arlt_ciencias_ocultas,Las ciencias ocultas en la ciudad de Buenos Aires,"Arlt, Roberto",roberto_arlt,1920,a,,1
dabove_muerte_traje,La muerte y su traje,"Dabove, Santiago",santiago_dabove,1961,m,,1
quiroga_cuentos_selva,Cuentos de la selva,"Quiroga, Horacio",horacio_quiroga,1918,m,,1
rimbaud_temporada_infierno,Una temporada en el infierno,"Rimbaud, Arthur",rimbaud,1873,m,,1
eliot_tierra_baldia,La tierra baldía,"Eliot, T. S.",ts_eliot,1922,m,,1
eliot_cuartetos,Los cuatro cuartetos,"Eliot, T. S.",ts_eliot,1943,m,,1
soriano_penas_olvido,No habrá más penas ni olvido,"Soriano, Osvaldo",osvaldo_soriano,1978,m,,1
bronte_cumbres,Cumbres borrascosas,"Brontë, Emily",emily_bronte,1847,m,,1
flaubert_educacion,La educación sentimental,"Flaubert, Gustave",gustave_flaubert,1869,m,,1
eneida,Eneida,Virgilio,virgilio,-19,m,,1
gautier_emaux_camees,Émaux et Camées,"Gautier, Théophile",theophile_gautier,1852,m,,1
flaubert_madame_bovary,Madame Bovary,"Flaubert, Gustave",gustave_flaubert,1857,m,,1
wilde_salome,Salomé,"Wilde, Oscar",oscar_wilde,1893,m,,1
kafka_metamorfosis,La metamorfosis,"Kafka, Franz",kafka,1915,m,,1
maupassant_bel_ami,Bel-Ami,"Maupassant, Guy de",maupassant,1885,m,,1
olivari_mosca,La mosca verde,"Olivari, Nicolás",nicolas_olivari,1924,a,,1
borges_sobre_vathek,"Sobre el ""Vathek"" de William Beckford","Borges, Jorge Luis",borges,1943,a,,1
gombrowicz_hechizados,Los hechizados,"Gombrowicz, Witold",witold_gombrowicz,1939,m,,1
byron_childe,Childe Harold's Pilgrimage,"Byron, Lord",lord_byron,1812,m,,1
vinias_escritor_gentleman,vinias_escritor_gentleman,,,,,,1
estrada_viaje_nilo,El viaje al Nilo,"Martínez Estrada, Ezequiel",martinez_estrada,1933,m,,1
deleuze_mille_plateaux,Mille Plateaux,"Deleuze, Gilles",gilles_deleuze,1980,m,fr,1
sartre_san_genet,"Saint Genet, comédien et martyr","Sartre, Jean-Paul",jean_paul_sartre,1952,m,,1
arlt_criador_gorilas,El criador de gorilas,"Arlt, Roberto",roberto_arlt,1941,m,,1
arlt_rahutia,Rahutia la bailarina,"Arlt, Roberto",roberto_arlt,1941,a,,1
arlt_aguafuertes_espaniolas,Aguafuertes españolas,"Arlt, Roberto",roberto_arlt,1936,m,,1
arlt_aguafuertes_portenias,Aguafuertes porteñas,"Arlt, Roberto",roberto_arlt,1933,m,,1
genet_journal,Journal du voleur,"Genet, Jean",jean_genet,1949,m,fr,1
stendhal_cartuja,La Chartreuse de Parme,Stendhal,stendhal,1839,m,fr,1
maupassant_bola_sebo,Boule de Suif,"Maupassant, Guy de",maupassant,1880,a,fr,1
euclides_elementos,Elementos,Euclides,euclides,,m,,1
echeverria_matadero,El matadero,"Echeverría, Esteban",esteban_echeverria,,m,,1
punch_judy,Punch and Judy,,,,m,,1
soto_parral,La del Soto del Parral,,,1927,m,,1
bella_helena,La Bella Helena (La Belle Hélène),,,1864,m,,1
princesa_czardas,La Princesa de las Czardas (Die Csárdásfürstin),,,1915,m,,1
astrada_mito_gaucho,El mito gaucho,"Astrada, Carlos",carlos_astrada,1948,m,,1
astrada_esfinge_sombra,La esfinge de la sombra,"Astrada, Carlos",carlos_astrada,1924,m,,1
astrada_juego_metafisico,El juego metafísico,"Astrada, Carlos",carlos_astrada,1942,m,,1
astrada_revolucion,La revolución existencialista,"Astrada, Carlos",carlos_astrada,1952,m,,1
borges_nueva_refutacion_tiempo,Nueva refutación del tiempo,"Borges, Jorge Luis",borges,1947,a,,1
mutt_jeff,Mutt and Jeff,Bud Fisher,bud_fisher,1907,m,,1
poe_cuervo,El cuervo,Edgar Allan Poe,edgar_allan_poe,1845,m,,1
